original_text,text,method,num_sentences,num_boundaries,sentence_texts,fragments,boundary_at_end,tokens,labels,stanza_labels
بۉلسه بۉلهدی، -دېیه مینغیرلهدی. - صدق ه سخنینگیز! اېسکی رئیس فارم مدیر بۉلدی. اېل۔یورت اېسه، ناراضی بۉلدی.,بۉلسه بۉلهدی دېیه مینغیرلهدی صدق ه سخنینگیز اېسکی رئیس فارم مدیر بۉلدی اېل یورت اېسه ناراضی بۉلدی,sequential,4,4,"[""بۉلسه بۉلهدی، -دېیه مینغیرلهدی."", ""- صدق ه سخنینگیز!"", ""اېسکی رئیس فارم مدیر بۉلدی."", ""اېل۔یورت اېسه، ناراضی بۉلدی.""]","[""بۉلسه بۉلهدی، -دېیه مینغیرلهدی."", ""- صدق ه سخنینگیز!"", ""اېسکی رئیس فارم مدیر بۉلدی."", ""اېل۔یورت اېسه، ناراضی بۉلدی.""]","[true, true, true, true]",بۉلسه بۉلهدی دېیه مینغیرلهدی صدق ه سخنینگیز اېسکی رئیس فارم مدیر بۉلدی اېل یورت اېسه ناراضی بۉلدی,0 0 0 1 0 0 1 0 0 0 0 1 0 0 0 0 1,0000100000010000100000000002000101000000002000001000010000100001000002000100001000010000001000002
انه شونده بۉری پالوان اېسی جاییگه کېلدی! بیر آقشام کېتامن کۉتریب، قربستان یۉل آلدی. مرمر تاشتختهلرنی قۉپاریب۔کۉپاریب تشلهماقچی بۉلدی. مرمر سغنهنی ایلیب۔ایلیب آمتاقچی بۉلدی.,انه شونده بۉری پالوان اېسی جاییگه کېلدی بیر آقشام کېتامن کۉتریب قربستان یۉل آلدی مرمر تاشتختهلرنی قۉپاریب کۉپاریب تشلهماقچی بۉلدی مرمر سغنهنی ایلیب ایلیب آمتاقچی بۉلدی,sequential,4,4,"[""انه شونده بۉری پالوان اېسی جاییگه کېلدی!"", ""بیر آقشام کېتامن کۉتریب، قربستان یۉل آلدی."", ""مرمر تاشتختهلرنی قۉپاریب۔کۉپاریب تشلهماقچی بۉلدی."", ""مرمر سغنهنی ایلیب۔ایلیب آمتاقچی بۉلدی.""]","[""انه شونده بۉری پالوان اېسی جاییگه کېلدی!"", ""بیر آقشام کېتامن کۉتریب، قربستان یۉل آلدی."", ""مرمر تاشتختهلرنی قۉپاریب۔کۉپاریب تشلهماقچی بۉلدی."", ""مرمر سغنهنی ایلیب۔ایلیب آمتاقچی بۉلدی.""]","[true, true, true, true]",انه شونده بۉری پالوان اېسی جاییگه کېلدی بیر آقشام کېتامن کۉتریب قربستان یۉل آلدی مرمر تاشتختهلرنی قۉپاریب کۉپاریب تشلهماقچی بۉلدی مرمر سغنهنی ایلیب ایلیب آمتاقچی بۉلدی,0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 1,00100000100001000000100001000000100000200010000010000001000000100000001000100002000010000000000010000000100000001000000000100000200001000000100000100000100000001000002
یا، الحذر! - اوکّهغر نحس باپلهدی. اېندی، بیراوگه ایتیب قۉیمهسهبۉلدی«... آلیس۔آلیسلردن فاتحهگه کېلدی.,یا الحذر اوکهغر نحس باپلهدی اېندی بیراوگه ایتیب قۉیمهسهبۉلدی آلیس آلیسلردن فاتحهگه کېلدی,sequential,4,4,"[""یا، الحذر!"", ""- اوکّهغر نحس باپلهدی."", ""اېندی، بیراوگه ایتیب قۉیمهسهبۉلدی«..."", ""آلیس۔آلیسلردن فاتحهگه کېلدی.""]","[""یا، الحذر!"", ""- اوکّهغر نحس باپلهدی."", ""اېندی، بیراوگه ایتیب قۉیمهسهبۉلدی«..."", ""آلیس۔آلیسلردن فاتحهگه کېلدی.""]","[true, true, true, true]",یا الحذر اوکهغر نحس باپلهدی اېندی بیراوگه ایتیب قۉیمهسهبۉلدی آلیس آلیسلردن فاتحهگه کېلدی,0 1 0 0 1 0 0 0 1 0 0 0 1,0100000200000010001000000020000010000000100000100000000000020000100000000100000001000002
بیر سفر اوییدن چاپر کېلدی. -آلیسدن آدم کېلدی، بارر اېمیشسیز، -دېدی. بۉری پالوان اوییگه یۉل آلدی. صفهده نسیم پالوان اۉتیردی!,بیر سفر اوییدن چاپر کېلدی آلیسدن آدم کېلدی بارر اېمیشسیز دېدی بۉری پالوان اوییگه یۉل آلدی صفهده نسیم پالوان اۉتیردی,sequential,4,4,"[""بیر سفر اوییدن چاپر کېلدی."", ""-آلیسدن آدم کېلدی، بارر اېمیشسیز، -دېدی."", ""بۉری پالوان اوییگه یۉل آلدی."", ""صفهده نسیم پالوان اۉتیردی!""]","[""بیر سفر اوییدن چاپر کېلدی."", ""-آلیسدن آدم کېلدی، بارر اېمیشسیز، -دېدی."", ""بۉری پالوان اوییگه یۉل آلدی."", ""صفهده نسیم پالوان اۉتیردی!""]","[true, true, true, true]",بیر سفر اوییدن چاپر کېلدی آلیسدن آدم کېلدی بارر اېمیشسیز دېدی بۉری پالوان اوییگه یۉل آلدی صفهده نسیم پالوان اۉتیردی,0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 1 0 0 0 1,0010001000000100001000002000000100010000010000100000000100002000010000001000000100010000200000100001000000100000002
بۉری پالوان ایچکری کیریشینی۔ده بیلمهدی، کیر مهسینی۔ده، بیلمهدی. بیر کۉنگلی، ایزیگه قَیتیب کېتهیین دېدی. قۉللری کۉکسیده، مۉلت۔مۉلت قرهب توردی! بۉری پالوان بیر کۉنگلی، شو ایکّیته مهامن بیلن کۉریشیب قۉیه قالهیین، دېدی.,بۉری پالوان ایچکری کیریشینی ده بیلمهدی کیر مهسینی ده بیلمهدی بیر کۉنگلی ایزیگه قیتیب کېتهیین دېدی قۉللری کۉکسیده مۉلت مۉلت قرهب توردی بۉری پالوان بیر کۉنگلی شو ایکیته مهامن بیلن کۉریشیب قۉیه قالهیین دېدی,sequential,4,4,"[""بۉری پالوان ایچکری کیریشینی۔ده بیلمهدی، کیر مهسینی۔ده، بیلمهدی."", ""بیر کۉنگلی، ایزیگه قَیتیب کېتهیین دېدی."", ""قۉللری کۉکسیده، مۉلت۔مۉلت قرهب توردی!"", ""بۉری پالوان بیر کۉنگلی، شو ایکّیته مهامن بیلن کۉریشیب قۉیه قالهیین، دېدی.""]","[""بۉری پالوان ایچکری کیریشینی۔ده بیلمهدی، کیر مهسینی۔ده، بیلمهدی."", ""بیر کۉنگلی، ایزیگه قَیتیب کېتهیین دېدی."", ""قۉللری کۉکسیده، مۉلت۔مۉلت قرهب توردی!"", ""بۉری پالوان بیر کۉنگلی، شو ایکّیته مهامن بیلن کۉریشیب قۉیه قالهیین، دېدی.""]","[true, true, true, true]",بۉری پالوان ایچکری کیریشینی ده بیلمهدی کیر مهسینی ده بیلمهدی بیر کۉنگلی ایزیگه قیتیب کېتهیین دېدی قۉللری کۉکسیده مۉلت مۉلت قرهب توردی بۉری پالوان بیر کۉنگلی شو ایکیته مهامن بیلن کۉریشیب قۉیه قالهیین دېدی,0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1,00010000001000000100000000100100000001000100000010010000000200010000001000000100000100000001000020000001000000010000100001000010000020000100000010001000000100100000010000010000100000001000010000000100002
اما بۉملهدی! نسیم پالوان قوچاغینی کتّهآچیب، بۉری پالوانگه قرهب کېله بېردی.,اما بۉملهدی نسیم پالوان قوچاغینی کتهآچیب بۉری پالوانگه قرهب کېله بېردی,sequential,2,2,"[""اما بۉملهدی!"", ""نسیم پالوان قوچاغینی کتّهآچیب، بۉری پالوانگه قرهب کېله بېردی.""]","[""اما بۉملهدی!"", ""نسیم پالوان قوچاغینی کتّهآچیب، بۉری پالوانگه قرهب کېله بېردی.""]","[true, true]",اما بۉملهدی نسیم پالوان قوچاغینی کتهآچیب بۉری پالوانگه قرهب کېله بېردی,0 1 0 0 0 0 0 0 0 0 1,0010000000200001000000100000000100000001000010000000010000100001000002
بۉری پالوان یوزینی یېرگه آلدی. اۉزینی کۉرمسلیککه سالدی.,بۉری پالوان یوزینی یېرگه آلدی اۉزینی کۉرمسلیککه سالدی,sequential,2,2,"[""بۉری پالوان یوزینی یېرگه آلدی."", ""اۉزینی کۉرمسلیککه سالدی.""]","[""بۉری پالوان یوزینی یېرگه آلدی."", ""اۉزینی کۉرمسلیککه سالدی.""]","[true, true]",بۉری پالوان یوزینی یېرگه آلدی اۉزینی کۉرمسلیککه سالدی,0 0 0 0 1 0 0 1,00010000001000000100000100002000000100000000001000002
-کۉرگنیمیز کۉریشگنیمیز... بیر مهامن دعا اۉقیب باشلهدی: -عوذ بالله من الشیطان الرجیم، بسمالله الرحمن الرحیم... بۉری پالوان نسیم پالواندن حال سۉرمهدی!,کۉرگنیمیز کۉریشگنیمیز بیر مهامن دعا اۉقیب باشلهدی عوذ بالله من الشیطان الرجیم بسمالله الرحمن الرحیم بۉری پالوان نسیم پالواندن حال سۉرمهدی,sequential,3,3,"[""-کۉرگنیمیز کۉریشگنیمیز..."", ""بیر مهامن دعا اۉقیب باشلهدی: -عوذ بالله من الشیطان الرجیم، بسمالله الرحمن الرحیم..."", ""بۉری پالوان نسیم پالواندن حال سۉرمهدی!""]","[""-کۉرگنیمیز کۉریشگنیمیز..."", ""بیر مهامن دعا اۉقیب باشلهدی: -عوذ بالله من الشیطان الرجیم، بسمالله الرحمن الرحیم..."", ""بۉری پالوان نسیم پالواندن حال سۉرمهدی!""]","[true, true, true]",کۉرگنیمیز کۉریشگنیمیز بیر مهامن دعا اۉقیب باشلهدی عوذ بالله من الشیطان الرجیم بسمالله الرحمن الرحیم بۉری پالوان نسیم پالواندن حال سۉرمهدی,0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1,00000000100000000000200010000010001000001000000010001000001001000000010000001000000010000001000000200001000000100001000000001000100000002
- ای، دسرتخوان آلیب کېلینگلر۔ای! کېنجهسی دسرتخوان آلیب کېلدی.,ای دسرتخوان آلیب کېلینگلر ای کېنجهسی دسرتخوان آلیب کېلدی,sequential,2,2,"[""- ای، دسرتخوان آلیب کېلینگلر۔ای!"", ""کېنجهسی دسرتخوان آلیب کېلدی.""]","[""- ای، دسرتخوان آلیب کېلینگلر۔ای!"", ""کېنجهسی دسرتخوان آلیب کېلدی.""]","[true, true]",ای دسرتخوان آلیب کېلینگلر ای کېنجهسی دسرتخوان آلیب کېلدی,0 0 0 0 1 0 0 0 1,01000000001000010000000010020000000100000000100001000002
بۉری پالوان اوچون اېندی دسرتخوان بهانهبۉلدی. دسرتخوانگه تیکیلیب اۉتیردی.,بۉری پالوان اوچون اېندی دسرتخوان بهانهبۉلدی دسرتخوانگه تیکیلیب اۉتیردی,sequential,2,2,"[""بۉری پالوان اوچون اېندی دسرتخوان بهانهبۉلدی."", ""دسرتخوانگه تیکیلیب اۉتیردی.""]","[""بۉری پالوان اوچون اېندی دسرتخوان بهانهبۉلدی."", ""دسرتخوانگه تیکیلیب اۉتیردی.""]","[true, true]",بۉری پالوان اوچون اېندی دسرتخوان بهانهبۉلدی دسرتخوانگه تیکیلیب اۉتیردی,0 0 0 0 0 1 0 0 1,0001000000100000100000100000000100000000002000000000010000000100000002
- قنی، خوش کۉردیک، -دېدی بۉری پالوان. مهامنلر بیری قۉییب بیری تعزیهبیلدیردی: - بندهلیک، بۉری پالوان، بندهلیک.,قنی خوش کۉردیک دېدی بۉری پالوان مهامنلر بیری قۉییب بیری تعزیهبیلدیردی بندهلیک بۉری پالوان بندهلیک,sequential,2,2,"[""- قنی، خوش کۉردیک، -دېدی بۉری پالوان."", ""مهامنلر بیری قۉییب بیری تعزیهبیلدیردی: - بندهلیک، بۉری پالوان، بندهلیک.""]","[""- قنی، خوش کۉردیک، -دېدی بۉری پالوان."", ""مهامنلر بیری قۉییب بیری تعزیهبیلدیردی: - بندهلیک، بۉری پالوان، بندهلیک.""]","[true, true]",قنی خوش کۉردیک دېدی بۉری پالوان مهامنلر بیری قۉییب بیری تعزیهبیلدیردی بندهلیک بۉری پالوان بندهلیک,0 0 0 0 0 1 0 0 0 0 0 0 0 0 1,0010001000000100001000010000002000000010000100000100001000000000000010000000100001000000100000002
- بیز بېخرب قالیبمیز. - نسیم پالوان ایتیب قالدی.,بیز بېخرب قالیبمیز نسیم پالوان ایتیب قالدی,sequential,2,2,"[""- بیز بېخرب قالیبمیز."", ""- نسیم پالوان ایتیب قالدی.""]","[""- بیز بېخرب قالیبمیز."", ""- نسیم پالوان ایتیب قالدی.""]","[true, true]",بیز بېخرب قالیبمیز نسیم پالوان ایتیب قالدی,0 0 1 0 0 0 1,001000001000000002000010000001000001000002
- مېن هم بیلمهی قالیبمن. گزېتهدن کۉزیم توشیب قالدی، -دېدی نسیم پالوان.,مېن هم بیلمهی قالیبمن گزېتهدن کۉزیم توشیب قالدی دېدی نسیم پالوان,sequential,2,2,"[""- مېن هم بیلمهی قالیبمن."", ""گزېتهدن کۉزیم توشیب قالدی، -دېدی نسیم پالوان.""]","[""- مېن هم بیلمهی قالیبمن."", ""گزېتهدن کۉزیم توشیب قالدی، -دېدی نسیم پالوان.""]","[true, true]",مېن هم بیلمهی قالیبمن گزېتهدن کۉزیم توشیب قالدی دېدی نسیم پالوان,0 0 0 1 0 0 0 0 0 0 1,0010010000001000000020000000100000100000100000100001000010000002
بۉری پالوان بیردن سېرگک تارتدی. دسرتخواندن باشینی کۉتردی.,بۉری پالوان بیردن سېرگک تارتدی دسرتخواندن باشینی کۉتردی,sequential,2,2,"[""بۉری پالوان بیردن سېرگک تارتدی."", ""دسرتخواندن باشینی کۉتردی.""]","[""بۉری پالوان بیردن سېرگک تارتدی."", ""دسرتخواندن باشینی کۉتردی.""]","[true, true]",بۉری پالوان بیردن سېرگک تارتدی دسرتخواندن باشینی کۉتردی,0 0 0 0 1 0 0 1,0001000000100000100000100000020000000000100000010000002
-گزېتهدن؟ -دېدی. - قندهی گزېتهدن؟ نسیم پالوان قۉینیدن رۉزنامه آلیب اوزهتدی. بۉری پالوان رۉزنامهگه قۉل اوزهمتهدی!,گزېتهدن دېدی قندهی گزېتهدن نسیم پالوان قۉینیدن رۉزنامه آلیب اوزهتدی بۉری پالوان رۉزنامهگه قۉل اوزهمتهدی,sequential,3,3,"[""-گزېتهدن؟ -دېدی."", ""- قندهی گزېتهدن؟ نسیم پالوان قۉینیدن رۉزنامه آلیب اوزهتدی."", ""بۉری پالوان رۉزنامهگه قۉل اوزهمتهدی!""]","[""-گزېتهدن؟ -دېدی."", ""- قندهی گزېتهدن؟ نسیم پالوان قۉینیدن رۉزنامه آلیب اوزهتدی."", ""بۉری پالوان رۉزنامهگه قۉل اوزهمتهدی!""]","[true, true, true]",گزېتهدن دېدی قندهی گزېتهدن نسیم پالوان قۉینیدن رۉزنامه آلیب اوزهتدی بۉری پالوان رۉزنامهگه قۉل اوزهمتهدی,0 1 0 0 0 0 0 0 0 1 0 0 0 0 1,0000001000020000010000000100001000000100000001000000010000100000002000010000001000000000100010000000002
ایندهمهی قرهب توره بېردی! آلیب، بۉری پالوانگه بېردی.,ایندهمهی قرهب توره بېردی آلیب بۉری پالوانگه بېردی,sequential,2,2,"[""ایندهمهی قرهب توره بېردی!"", ""آلیب، بۉری پالوانگه بېردی.""]","[""ایندهمهی قرهب توره بېردی!"", ""آلیب، بۉری پالوانگه بېردی.""]","[true, true]",ایندهمهی قرهب توره بېردی آلیب بۉری پالوانگه بېردی,0 0 0 1 0 0 0 1,0000000100001000010000020000100001000000001000002
بۉری پالوان رۉزنامهگه سېر سالدی. بۉری پالوان برماق نوقیلمیش جاینی اۉقیدی: »...آیخال قربان قیزی...« بۉری پالوان قۉلیدهگی رۉزنامه دسرتخوانگه توشدی. 55 بۉری پالوان تۉرتبورچک چیزیققه تیکیلیب قالدی. چیزیقلر قاپ۔قاره بۉلدی.,بۉری پالوان رۉزنامهگه سېر سالدی بۉری پالوان برماق نوقیلمیش جاینی اۉقیدی آیخال قربان قیزی بۉری پالوان قۉلیدهگی رۉزنامه دسرتخوانگه توشدی 55 بۉری پالوان تۉرتبورچک چیزیققه تیکیلیب قالدی چیزیقلر قاپ قاره بۉلدی,sequential,4,4,"[""بۉری پالوان رۉزنامهگه سېر سالدی."", ""بۉری پالوان برماق نوقیلمیش جاینی اۉقیدی: »...آیخال قربان قیزی...« بۉری پالوان قۉلیدهگی رۉزنامه دسرتخوانگه توشدی."", ""55 بۉری پالوان تۉرتبورچک چیزیققه تیکیلیب قالدی."", ""چیزیقلر قاپ۔قاره بۉلدی.""]","[""بۉری پالوان رۉزنامهگه سېر سالدی."", ""بۉری پالوان برماق نوقیلمیش جاینی اۉقیدی: »...آیخال قربان قیزی...« بۉری پالوان قۉلیدهگی رۉزنامه دسرتخوانگه توشدی."", ""55 بۉری پالوان تۉرتبورچک چیزیققه تیکیلیب قالدی."", ""چیزیقلر قاپ۔قاره بۉلدی.""]","[true, true, true, true]",بۉری پالوان رۉزنامهگه سېر سالدی بۉری پالوان برماق نوقیلمیش جاینی اۉقیدی آیخال قربان قیزی بۉری پالوان قۉلیدهگی رۉزنامه دسرتخوانگه توشدی 55 بۉری پالوان تۉرتبورچک چیزیققه تیکیلیب قالدی چیزیقلر قاپ قاره بۉلدی,0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 1,000100000010000000001000100000200001000000100000100000000100000100000010000010000010000100001000000100000000100000001000000000010000020010000100000010000000001000000010000000100000200000001000100001000002
چیزیقلر اۉقالودهی۔اۉقالودهی بۉ لدی. چیزیقلر آنهسی رحمتلیک اسم رشیفینی اۉرهب۔چیرمب توردی! - اوندن کېلهدی.,چیزیقلر اۉقالودهی اۉقالودهی بۉ لدی چیزیقلر آنهسی رحمتلیک اسم رشیفینی اۉرهب چیرمب توردی اوندن کېلهدی,sequential,3,3,"[""چیزیقلر اۉقالودهی۔اۉقالودهی بۉ لدی."", ""چیزیقلر آنهسی رحمتلیک اسم رشیفینی اۉرهب۔چیرمب توردی!"", ""- اوندن کېلهدی.""]","[""چیزیقلر اۉقالودهی۔اۉقالودهی بۉ لدی."", ""چیزیقلر آنهسی رحمتلیک اسم رشیفینی اۉرهب۔چیرمب توردی!"", ""- اوندن کېلهدی.""]","[true, true, true]",چیزیقلر اۉقالودهی اۉقالودهی بۉ لدی چیزیقلر آنهسی رحمتلیک اسم رشیفینی اۉرهب چیرمب توردی اوندن کېلهدی,0 0 0 0 1 0 0 0 0 0 0 0 1 0 1,000000100000000010000000001001000200000001000001000000010001000000010000010000010000020000010000002
بۉملهسه،گزېتهقهیېردن بیلهدی«. نسیم پالوان قۉینیدن قۉل رۉمالچهسینی آلدی.,بۉملهسه گزېتهقهیېردن بیلهدی نسیم پالوان قۉینیدن قۉل رۉمالچهسینی آلدی,sequential,2,2,"[""بۉملهسه،گزېتهقهیېردن بیلهدی«."", ""نسیم پالوان قۉینیدن قۉل رۉمالچهسینی آلدی.""]","[""بۉملهسه،گزېتهقهیېردن بیلهدی«."", ""نسیم پالوان قۉینیدن قۉل رۉمالچهسینی آلدی.""]","[true, true]",بۉملهسه گزېتهقهیېردن بیلهدی نسیم پالوان قۉینیدن قۉل رۉمالچهسینی آلدی,0 0 1 0 0 0 0 0 1,00000010000000000001000000200001000000100000001000100000000000100002
پیق۔پیق ییغلب قۉیه بېردی. - بېچاره ماما، اۉزیم نینگ اېنهمدهی کۉرر اېدیم-...دېیه ییغلهدی. قبتیده اۉتیرمیش مهامنگه یوز سالدی. - اېنهمیز بندهلیک قیلگنینی بو گزېتهقهیېردن بیلیبدی؟ -دېدی.,پیق پیق ییغلب قۉیه بېردی بېچاره ماما اۉزیم نینگ اېنهمدهی کۉرر اېدیم دېیه ییغلهدی قبتیده اۉتیرمیش مهامنگه یوز سالدی اېنهمیز بندهلیک قیلگنینی بو گزېتهقهیېردن بیلیبدی دېدی,sequential,4,4,"[""پیق۔پیق ییغلب قۉیه بېردی."", ""- بېچاره ماما، اۉزیم نینگ اېنهمدهی کۉرر اېدیم-...دېیه ییغلهدی."", ""قبتیده اۉتیرمیش مهامنگه یوز سالدی."", ""- اېنهمیز بندهلیک قیلگنینی بو گزېتهقهیېردن بیلیبدی؟ -دېدی.""]","[""پیق۔پیق ییغلب قۉیه بېردی."", ""- بېچاره ماما، اۉزیم نینگ اېنهمدهی کۉرر اېدیم-...دېیه ییغلهدی."", ""قبتیده اۉتیرمیش مهامنگه یوز سالدی."", ""- اېنهمیز بندهلیک قیلگنینی بو گزېتهقهیېردن بیلیبدی؟ -دېدی.""]","[true, true, true, true]",پیق پیق ییغلب قۉیه بېردی بېچاره ماما اۉزیم نینگ اېنهمدهی کۉرر اېدیم دېیه ییغلهدی قبتیده اۉتیرمیش مهامنگه یوز سالدی اېنهمیز بندهلیک قیلگنینی بو گزېتهقهیېردن بیلیبدی دېدی,0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 1,001000100000100001000002000000100001000001000010000000010000100000100001000000020000001000000001000000010001000002000000010000000100000000100100000000000010000000100002
نسیم پالوان یوز۔کۉزلرینی ارته۔ارته: - بیلهدی۔ده، گزېتهبیلمهسهکیم بیلهدی، -دېدی. بۉری پالوان قبتیده اۉتیرمیش مهامندن سۉرهدی: - اۉزی...,نسیم پالوان یوز کۉزلرینی ارته ارته بیلهدی ده گزېتهبیلمهسهکیم بیلهدی دېدی بۉری پالوان قبتیده اۉتیرمیش مهامندن سۉرهدی اۉزی,sequential,2,2,"[""نسیم پالوان یوز۔کۉزلرینی ارته۔ارته: - بیلهدی۔ده، گزېتهبیلمهسهکیم بیلهدی، -دېدی."", ""بۉری پالوان قبتیده اۉتیرمیش مهامندن سۉرهدی: - اۉزی...""]","[""نسیم پالوان یوز۔کۉزلرینی ارته۔ارته: - بیلهدی۔ده، گزېتهبیلمهسهکیم بیلهدی، -دېدی."", ""بۉری پالوان قبتیده اۉتیرمیش مهامندن سۉرهدی: - اۉزی...""]","[true, true]",نسیم پالوان یوز کۉزلرینی ارته ارته بیلهدی ده گزېتهبیلمهسهکیم بیلهدی دېدی بۉری پالوان قبتیده اۉتیرمیش مهامندن سۉرهدی اۉزی,0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1,000100000010001000000001000010000100000010010000000000000001000000100002000010000001000000100000000100000001000000100002
اتهیین شوندهی قیلدی! نسیم پالوان گپیمگه تومشوغینی تیقمهسین، دېدی! - ای، چای۔پای آلیب کېلینگلر۔ای! چای یۉلینی قرهب تورمیشدهی، نسیم پالواندن یوز اۉگیریب اۉتیردی.,اتهیین شوندهی قیلدی نسیم پالوان گپیمگه تومشوغینی تیقمهسین دېدی ای چای پای آلیب کېلینگلر ای چای یۉلینی قرهب تورمیشدهی نسیم پالواندن یوز اۉگیریب اۉتیردی,sequential,4,4,"[""اتهیین شوندهی قیلدی!"", ""نسیم پالوان گپیمگه تومشوغینی تیقمهسین، دېدی!"", ""- ای، چای۔پای آلیب کېلینگلر۔ای!"", ""چای یۉلینی قرهب تورمیشدهی، نسیم پالواندن یوز اۉگیریب اۉتیردی.""]","[""اتهیین شوندهی قیلدی!"", ""نسیم پالوان گپیمگه تومشوغینی تیقمهسین، دېدی!"", ""- ای، چای۔پای آلیب کېلینگلر۔ای!"", ""چای یۉلینی قرهب تورمیشدهی، نسیم پالواندن یوز اۉگیریب اۉتیردی.""]","[true, true, true, true]",اتهیین شوندهی قیلدی نسیم پالوان گپیمگه تومشوغینی تیقمهسین دېدی ای چای پای آلیب کېلینگلر ای چای یۉلینی قرهب تورمیشدهی نسیم پالواندن یوز اۉگیریب اۉتیردی,0 0 1 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1,000001000000100000200001000000100000010000000001000000001000020010001000100001000000001002000100000010000100000000010000100000000100010000000100000002
بۉری پالوان عیناً شونی کوتیب تورمیشدهی، جاییدن قۉزغالدی. - اېسه، خۉش دېنگیزلر! - بیزنی عزت قیلیب کېلیبسیزلر، سیزلرنی خدا عزت قیلسین!,بۉری پالوان عینا شونی کوتیب تورمیشدهی جاییدن قۉزغالدی اېسه خۉش دېنگیزلر بیزنی عزت قیلیب کېلیبسیزلر سیزلرنی خدا عزت قیلسین,sequential,3,3,"[""بۉری پالوان عیناً شونی کوتیب تورمیشدهی، جاییدن قۉزغالدی."", ""- اېسه، خۉش دېنگیزلر!"", ""- بیزنی عزت قیلیب کېلیبسیزلر، سیزلرنی خدا عزت قیلسین!""]","[""بۉری پالوان عیناً شونی کوتیب تورمیشدهی، جاییدن قۉزغالدی."", ""- اېسه، خۉش دېنگیزلر!"", ""- بیزنی عزت قیلیب کېلیبسیزلر، سیزلرنی خدا عزت قیلسین!""]","[true, true, true]",بۉری پالوان عینا شونی کوتیب تورمیشدهی جاییدن قۉزغالدی اېسه خۉش دېنگیزلر بیزنی عزت قیلیب کېلیبسیزلر سیزلرنی خدا عزت قیلسین,0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 1,0001000000100001000010000010000000001000000100000000200001000100000000200000100010000010000000000100000001000100010000002
مهامنلر جاییدن قۉزغالدی. ۲۴ 56 بۉری پالوان رۉزنامهنی ییرتیب۔ییرتیب آتدی. رۉزنامه بۉلکلرینی تېریب۔تېریب، قۉینیگه سالدی.,مهامنلر جاییدن قۉزغالدی ۲۴ 56 بۉری پالوان رۉزنامهنی ییرتیب ییرتیب آتدی رۉزنامه بۉلکلرینی تېریب تېریب قۉینیگه سالدی,sequential,3,3,"[""مهامنلر جاییدن قۉزغالدی."", ""۲۴ 56 بۉری پالوان رۉزنامهنی ییرتیب۔ییرتیب آتدی."", ""رۉزنامه بۉلکلرینی تېریب۔تېریب، قۉینیگه سالدی.""]","[""مهامنلر جاییدن قۉزغالدی."", ""۲۴ 56 بۉری پالوان رۉزنامهنی ییرتیب۔ییرتیب آتدی."", ""رۉزنامه بۉلکلرینی تېریب۔تېریب، قۉینیگه سالدی.""]","[true, true, true]",مهامنلر جاییدن قۉزغالدی ۲۴ 56 بۉری پالوان رۉزنامهنی ییرتیب ییرتیب آتدی رۉزنامه بۉلکلرینی تېریب تېریب قۉینیگه سالدی,0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 1,000000100000010000000020010010000100000010000000001000000100000010000200000001000000000100000100000100000001000002
دېناو یۉل آلدی. کېلینگ۔کېلینگ، قیلدی. بۉری پالوان قاباق اویوب اۉتیردی. بۉری پالوان مقصدگه اۉتدی.,دېناو یۉل آلدی کېلینگ کېلینگ قیلدی بۉری پالوان قاباق اویوب اۉتیردی بۉری پالوان مقصدگه اۉتدی,sequential,4,4,"[""دېناو یۉل آلدی."", ""کېلینگ۔کېلینگ، قیلدی."", ""بۉری پالوان قاباق اویوب اۉتیردی."", ""بۉری پالوان مقصدگه اۉتدی.""]","[""دېناو یۉل آلدی."", ""کېلینگ۔کېلینگ، قیلدی."", ""بۉری پالوان قاباق اویوب اۉتیردی."", ""بۉری پالوان مقصدگه اۉتدی.""]","[true, true, true, true]",دېناو یۉل آلدی کېلینگ کېلینگ قیلدی بۉری پالوان قاباق اویوب اۉتیردی بۉری پالوان مقصدگه اۉتدی,0 0 1 0 0 1 0 0 0 0 1 0 0 0 1,0000100010000200000010000001000002000010000001000001000001000000020000100000010000001000002
